metric_name,count,llm_action,target_field_key,suggested_field_key,suggested_aliases,suggested_required_any,name_cn,category,value_type,confidence,llm_reason,example_reports
劳动纠纷案件数量,1,new_core_candidate,,labor_disputes_count,[],[],劳动纠纷案件数量,S,number,0.88,劳动纠纷是员工权益保障的核心社会议题，具有跨行业通用性；该指标直接反映企业劳动关系管理质量与合规水平，ESG相关性强；高频披露（如制造业、服务业等劳动密集型行业普遍报告），可量化（单位为件），且不属于现有S类指标的子集或同义表达（现有Schema含工伤、离职、投诉等，但无劳动纠纷这一法定争议类型）；符合Core新增标准。,003_002083_孚日股份_2025_孚日股份：社会责任报告
安全生产,1,keep_unknown,,,[],[],,,,0.95,安全生产是综合性管理目标或领域名称，非具体可量化ESG指标；未提供数值、单位、时间范围或可操作定义，Core ESG Schema中已覆盖其下位可量化指标（如work_injury_rate、work_related_fatalities、lost_workdays_due_to_injury），但‘安全生产’本身属于定性范畴或管理体系描述，不符合Core指标‘高频、跨行业、可量化、ESG相关性强’的准入原则。,003_002083_孚日股份_2025_孚日股份：社会责任报告
安全培训人次,1,add_alias_to_existing_core,trained_employees_count,,"[""安全培训人次""]","[""安全培训人次""]",,,,0.95,安全培训人次是员工培训的子类，本质仍属受训员工人次范畴；trained_employees_count 的现有 aliases 已包含‘参加培训的员工总数’‘受训员工人数’‘培训总人次’等宽泛表述，未限定培训主题，因此‘安全培训人次’作为其具体场景化别名合理且符合语义包容性原则；无需新增独立 Core 指标，避免过度细分削弱通用性。,003_002083_孚日股份_2025_孚日股份：社会责任报告
连续安全运行天数,1,keep_unknown,,,[],[],,,,0.95,连续安全运行天数是企业内部安全生产管理的特色运营绩效指标，反映设备或系统无事故连续运行时长，不具备跨行业通用可比性；其本质是过程性管理结果而非ESG实质性议题的直接度量（如工伤率、因工死亡人数等已覆盖安全结果），且无法标准化归因于E/S/G任一维度——既非环境排放/资源消耗，也非员工健康与安全的直接量化指标（如work_injury_rate、work_related_fatalities已表征安全结果），亦非治理机制类指标。Core ESG Schema中已有work_injury_rate、lost_workdays_due_to_injury、work_related_fatalities等更科学、可比、国际通行的安全结果指标，故该指标应保持unknown。,003_002083_孚日股份_2025_孚日股份：社会责任报告
员工工伤人数,1,add_alias_to_existing_core,work_injury_rate,,"[""员工工伤人数""]","[""员工工伤人数""]",,,,0.95,员工工伤人数是工伤事件的绝对数量，虽与 work_injury_rate（工伤率）在数值形态上不同（前者为人数，后者为比率），但在实际披露中常被混用或作为率的分子基础；Core 中 work_injury_rate 的 value_type 定义为 number_or_percentage，已兼容绝对数形式；且该指标语义高度聚焦于‘工伤’这一核心安全事件，与 work_injury_rate 的范畴完全一致，属于同一指标的不同呈现粒度（频次 vs 率），符合 alias 扩展原则。无需新增 field_key，应优先归并。,003_002083_孚日股份_2025_孚日股份：社会责任报告
事故员工千人死亡率,1,add_alias_to_existing_core,work_injury_rate,,"[""事故员工千人死亡率"", ""千人死亡率"", ""员工千人死亡率""]","[""事故员工千人死亡率""]",,,,0.95,该指标本质是工伤相关死亡率，计算逻辑为（因工死亡人数 / 平均员工总数）×1000‰，与 work_injury_rate 同属安全绩效的量化强度型指标；Core 中 work_injury_rate 的 value_type 已定义为 number_or_percentage，兼容‰单位；其现有别名覆盖‘工伤率’‘工伤事故率’，但未涵盖以‘千人’为基数的死亡率表述，补充后可提升schema对国内监管口径（如应急管理部千人死亡率考核）的覆盖能力。,003_002083_孚日股份_2025_孚日股份：社会责任报告
重大安全事故发生次数,1,industry_schema_candidate,,,[],[],,,,0.88,‘重大安全事故发生次数’语义宽泛、缺乏统一定义（如‘重大’的判定标准因行业而异：化工/矿山以死亡人数或影响范围界定，IT/服务业则极少适用），且现有Core中已有更精确、可比、国际通行的职业健康与安全指标（如work_injury_rate、work_related_fatalities、lost_workdays_due_to_injury）。该指标更适合在高危行业（如采矿、建筑、化工）的行业ESG子体系中定义和规范，不宜纳入通用Core。,003_002083_孚日股份_2025_孚日股份：社会责任报告
产品责任,1,keep_unknown,,,[],[],,,,0.95,产品责任是宽泛的定性主题，非具体可量化指标，未对应 Core ESG Schema 中任何定量 field_key；Schema 中已存在若干与产品责任相关的衍生指标（如客户投诉数量、产品质量合格率未在当前 Core 中但属行业/企业级细化指标），但‘产品责任’本身属于战略或管理维度的概括性表述，缺乏统一定义、计量口径和跨行业可比性，不符合 Core 指标‘高频、跨行业、可量化、ESG 相关性强’的核心原则。,003_002083_孚日股份_2025_孚日股份：社会责任报告
产品召回比例,1,new_core_candidate,,product_recall_rate,[],[],产品召回比例,S,percentage,0.85,产品召回比例是衡量企业产品质量管理、消费者权益保护及供应链责任的关键绩效指标，具有跨行业通用性（如消费品、汽车、医疗器械、食品等行业均强制披露或自愿披露），直接关联SDG 3（健康与福祉）、SDG 12（负责任消费与生产）及GRI 417（消费者议题），且区别于customer_complaints（仅反映投诉数量，不体现质量缺陷严重性与系统性风险），具备独立量化、可比性强、ESG相关性高、监管关注度上升（如中国《缺陷消费品召回管理办法》）等核心特征，符合Core ESG指标高频、跨行业、可量化、ESG强相关原则。,003_002083_孚日股份_2025_孚日股份：社会责任报告
产品退货率,1,keep_unknown,,,[],[],,,,0.95,产品退货率属于产品质量管理或客户服务绩效指标，反映企业运营质量而非ESG实质性议题；Core ESG Schema中无语义、范畴或别名覆盖，且不具备跨行业通用ESG相关性（如不直接关联消费者权益保护、产品安全等S类核心议题的标准化披露项），亦非高频、可比、监管驱动的ESG核心指标，应归为公司经营特色指标，不建议纳入通用Core体系。,003_002083_孚日股份_2025_孚日股份：社会责任报告
投诉数量,1,add_alias_to_existing_core,customer_complaints,,"[""投诉数量""]","[""投诉数量""]",,,,0.98,metric_name '投诉数量' 与 customer_complaints 的 aliases 中已列明的 '投诉数量' 完全一致；evidence_text 明确指向客户投诉事件（如'产品责任 投诉数量'），语义清晰；unit 标注为 '%' 属于数据录入错误，不影响指标本质识别；该表述高频、跨行业、ESG 社会维度相关性强，应作为现有核心指标的别名补充。,003_002083_孚日股份_2025_孚日股份：社会责任报告
投诉处理率,1,keep_unknown,,,[],[],,,,0.95,投诉处理率属于服务质量或运营效率类指标，反映内部流程响应能力，而非ESG实质性议题；Core ESG Schema中已包含客户投诉数量（customer_complaints），但处理率涉及分母（投诉总数）和分子（已处理数）的定义、时效口径及质量判定，缺乏跨行业统一计量标准；该指标未体现环境、社会或治理的核心实质性影响，且在ESG国际框架（如GRI、SASB、TCFD/ISSB）中不列为通用核心指标，故应保持unknown。,003_002083_孚日股份_2025_孚日股份：社会责任报告
公益慈善捐赠总金额,1,new_core_candidate,,charitable_donations,[],[],公益慈善捐赠金额,S,number,0.88,公益慈善捐赠是企业社会贡献（Social）维度的核心体现，具有跨行业通用性（制造业、金融、消费、科技等均普遍披露），可量化、口径相对统一（金额），且被GRI、SASB、TCFD及国内CSR/ESG报告指南广泛推荐；当前Core Schema中缺失该关键社会绩效指标，补充后可完善S维度中社区参与与社会投资类指标。,003_002083_孚日股份_2025_孚日股份：社会责任报告
省内供应商总数,1,industry_schema_candidate,,,[],[],,,,0.95,省内供应商总数是地域性、供应链管理维度的细分统计，不具备跨行业通用性；其核心价值在于反映区域协同或本地化采购策略，属于行业实践或公司治理特色指标，而非ESG通用核心议题。Core ESG Schema中已有supplier_esg_assessment（供应商ESG评估机制）等定性治理类指标，但未纳入供应商数量类量化指标；且该指标未体现ESG实质性（如供应商环境绩效、劳工标准、反腐败等），仅反映地理分布，故更适合归入行业定制化ESG指标体系（如纺织、制造等行业供应链本地化指引），不应进入通用Core。,003_002083_孚日股份_2025_孚日股份：社会责任报告
国内供应商总数,1,industry_schema_candidate,,,[],[],,,,0.95,国内供应商总数属于供应链管理的运营细节指标，反映企业采购网络规模，但不具备跨行业通用ESG必要性：不同行业供应链结构差异巨大（如制造业依赖大量 Tier-2/Tier-3 供应商，而软件业供应商极少）；该指标不直接衡量ESG实质性影响（如供应商ESG表现、风险或绩效），仅是数量统计；Core ESG Schema中已有'供应商ESG评估机制'（supplier_esg_assessment）这一质性治理指标，已覆盖ESG相关性更高的维度；数量类供应商指标更适合在特定行业（如消费品、电子制造、汽车）的行业ESG指引中定义和披露。,003_002083_孚日股份_2025_孚日股份：社会责任报告
海外（含港澳台）供应商总数,1,industry_schema_candidate,,,[],[],,,,0.95,海外（含港澳台）供应商总数属于供应链管理的细分维度，具有显著行业依赖性（如纺织、电子、汽车等行业更关注海外供应商分布），且不具跨行业通用披露必要性；Core ESG Schema 中已有 supplier_esg_assessment（定性机制类指标），但未纳入任何供应商数量类定量指标，因其易受采购策略、全球化程度等经营因素影响，非ESG实质性核心指标。该指标更适合纳入行业ESG指引（如消费品行业供应链透明度模块），不宜进入通用Core。,003_002083_孚日股份_2025_孚日股份：社会责任报告
本省供应商采购比例,1,industry_schema_candidate,,,[],[],,,,0.88,本省供应商采购比例反映供应链地域集中度，属于供应链管理的本地化策略指标，其意义高度依赖区域政策、产业布局和行业特性（如制造业集群、地方国企采购要求等），不具备跨行业通用性；Core ESG Schema 中无同类指标，且不直接对应E/S/G任一维度的核心实质性议题（如供应链ESG风险、劳工标准、反腐败等），更适合作为行业定制化指标（如地方国企、区域制造业、政府采购关联行业）纳入行业ESG子体系。,003_002083_孚日股份_2025_孚日股份：社会责任报告
签订廉洁条款的供应商比例,1,industry_schema_candidate,,,[],[],,,,0.93,签订廉洁条款的供应商比例属于供应链反腐败管理的延伸指标，聚焦于供应商履约层面，具有显著的治理实践深度和行业适配性（如制造业、建筑、采购密集型行业），但尚未达到跨行业高频、标准化披露程度；Core ESG Schema 中已有 anti_corruption_policy、supplier_esg_assessment 等定性机制类字段，而该指标为量化履约结果，更适合纳入行业ESG子体系（如‘供应链廉洁管理’行业模块），而非通用Core。,003_002083_孚日股份_2025_孚日股份：社会责任报告
不兼任高管职务的董事人数,1,industry_schema_candidate,,,[],[],,,,0.85,不兼任高管职务的董事人数属于公司治理结构的细化披露项，反映董事会独立性与权责分离程度，但该指标并非跨行业高频、通用、可比性强的核心ESG指标；其计算依赖于具体公司高管定义和组织架构，缺乏统一口径（如‘高管’是否含监事、董秘、财务总监等存在差异），且未被GRI、SASB、TCFD或国内《上市公司ESG报告编制指南》列为通用核心指标；更适合纳入特定行业治理子集（如金融、国企控股类企业）的行业补充指标，而非通用Core。,003_002083_孚日股份_2025_孚日股份：社会责任报告
独董人均薪酬,1,keep_unknown,,,[],[],,,,0.95,独董人均薪酬属于公司治理中的薪酬披露细节，但Core ESG Schema聚焦于治理结构、机制与行为（如独立董事人数、比例、会议次数、反腐败政策等），而非薪酬水平或人均薪酬等经营性/财务性绩效指标；该指标不具备跨行业可比性（受行业、公司规模、地域、任期等高度影响），且不反映ESG实质性议题，属于公司特色披露或薪酬管理范畴，不符合new_core_candidate的高频、通用、可量化、ESG强相关原则。,003_002083_孚日股份_2025_孚日股份：社会责任报告
审计委员会独董占比,1,industry_schema_candidate,,,[],[],,,,0.95,审计委员会独董占比是公司治理结构的细分指标，虽属G类，但属于董事会下设专门委员会的构成细节，非跨行业高频通用指标；Core Schema已覆盖董事会整体独立董事比例（independent_director_ratio），而专门委员会构成（如审计、提名、薪酬等委员会的独董占比）因监管要求和公司实践差异大，更适合纳入金融、上市公司等特定行业/监管场景的行业ESG指标体系，不宜纳入通用Core。,003_002083_孚日股份_2025_孚日股份：社会责任报告
提名委员会独董占比,1,industry_schema_candidate,,,[],[],,,,0.95,提名委员会独董占比属于公司治理结构的细分实践，聚焦于董事会下设专门委员会的组成，不具备跨行业高频通用性；Core Schema 已覆盖董事会整体独立董事比例（independent_director_ratio）和董事会监督机制（board_esg_oversight、esg_committee等），但专门委员会构成（如提名、审计、薪酬委员会）的独董占比属治理深度实践，更适合作为金融、国企或高治理要求行业的行业补充指标，而非通用Core。,003_002083_孚日股份_2025_孚日股份：社会责任报告
薪酬与考核委员会独董占比,1,industry_schema_candidate,,,[],[],,,,0.95,薪酬与考核委员会独董占比是公司治理结构的细分指标，聚焦于特定专门委员会（非董事会整体），属于治理实践深度披露项，不具备跨行业高频通用性；Core Schema 已覆盖董事会层面的独立董事比例（independent_director_ratio），该指标属于更细粒度的治理机制设计，更适合纳入金融、上市公司等强监管行业的治理专项指标体系，而非通用 Core ESG 指标。,003_002083_孚日股份_2025_孚日股份：社会责任报告
审议董事会案个数,1,industry_schema_candidate,,,[],[],,,,0.95,审议董事会案个数反映公司治理过程的议案密度，但该指标高度依赖公司内部治理结构、章程规定及业务复杂度，不具备跨行业可比性与通用量化意义；Core Schema 已覆盖治理结果和机制类指标（如 board_meetings、board_esg_oversight），而议案数量属于操作层细节，更适合作为特定行业（如金融、国企）或高合规要求主体的补充治理指标，不宜纳入通用 Core。,003_002083_孚日股份_2025_孚日股份：社会责任报告
董事参会比例,1,new_core_candidate,,board_attendance_rate,[],[],董事参会比例,G,percentage,0.88,董事参会比例是公司治理透明度与有效性的重要量化表征，反映董事会履职尽责程度；在A股ESG报告中高频出现（如孚日股份、中国神华等），具备跨行业通用性；与现有Core指标（如board_meetings、independent_director_ratio）形成互补，共同刻画董事会运作质量；符合G类指标中‘治理过程有效性’维度，且为可量化、可验证、非财务类ESG核心治理绩效指标。,003_002083_孚日股份_2025_孚日股份：社会责任报告
召开监事会会议次数,1,industry_schema_candidate,,,[],[],,,,0.95,监事会会议次数属于公司治理（G）维度下的法定治理机构履职行为指标，但其披露频次、必要性及可比性显著低于董事会相关指标（如 board_meetings），且在不同法域/所有制企业中差异大（如部分国企或金融机构可能更强调监事会，而多数A股上市公司监事会职能弱化）；该指标不具备跨行业高频、通用、可量化比较的特征，更适合纳入特定行业（如金融、国企控股类）治理子集，而非通用 Core ESG Schema。,003_002083_孚日股份_2025_孚日股份：社会责任报告
审议监事会案个数,1,industry_schema_candidate,,,[],[],,,,0.88,审议监事会案个数属于公司治理过程性活动指标，但其披露频次极低（count=1），且仅出现在个别公司报告中；监事会审议议案数量高度依赖公司章程、监管要求及企业实际运作，不具备跨行业通用性与可比性；Core ESG Schema 中已覆盖董事会、股东大会等关键治理主体活动（如 board_meetings、shareholder_meetings），但监事会相关指标因法律地位、职能范围和披露实践差异大，不宜纳入通用 Core，更适合在金融、国企等特定行业或监管导向强的行业 ESG 指标体系中单独定义。,003_002083_孚日股份_2025_孚日股份：社会责任报告
监事参会比例,1,add_alias_to_existing_core,board_meetings,,"[""监事参会比例"", ""监事会会议出席率"", ""监事出席比例""]","[""监事参会比例""]",,,,0.85,监事参会比例反映公司治理过程中的监督履职情况，与董事会治理活动同属G类过程性指标；虽当前board_meetings字段定义为'董事会会议次数'，但其aliases体系已包含治理参与度相关表述（如'董事会召开次数'），且'监事参会比例'实质衡量监事会层面的会议参与强度，逻辑上属于广义治理会议参与指标的延伸。考虑到Core Schema中暂无独立监事会指标，且该指标高频出现、单位统一（%）、跨行业可比，最合理方式是将其作为board_meetings的语义扩展别名，而非新建字段——因board_meetings现有定义聚焦频次，而'参会比例'聚焦质量，二者互补；但根据判断原则'如果是已有Core的同义表达，优先add_alias_to_existing_core'，此处并非同义，而是同类治理过程指标的合理别名补充。然而，严格比对：board_meetings的value_type为number（次数），而'监事参会比例'为percentage，类型不一致，故不能映射至board_meetings。重新评估：Core中无任何监事会相关字段，且'监事参会比例'为比率型G类指标，与independent_director_ratio（G类、percentage）结构完全一致，后者衡量独立董事参与质量，前者衡量监事参与质量，具备同等治理重要性、跨行业通用性、可量化性。因此，更准确应为new_core_candidate。但注意：Core中已有independent_director_ratio，其category=G，value_type=percentage，aliases含'独立董事占比'；'监事参会比例'在概念层级、计量逻辑、披露动机上与之高度平行，属于同一治理维度下的对称指标，不应强行归并，而应作为新Core候选。确认：无现成field_key覆盖监事会参与率；其非经营财务指标；具备高频（已见披露）、跨行业（制造业、地产、消费等均适用）、ESG相关性强（G支柱核心过程指标）；符合new_core_candidate条件。,003_002083_孚日股份_2025_孚日股份：社会责任报告
参与股东大会、临时股东大会人数,1,industry_schema_candidate,,,[],[],,,,0.88,参与股东大会、临时股东大会人数反映股东参与度，但该指标在实践中高度依赖公司股权结构、股东集中度及治理实践，非跨行业高频通用指标；Core中已有shareholder_meetings（会议次数）作为治理活动频次核心指标，而参会人数属衍生性、低可比性指标，易受规模、地域、线上/线下形式等干扰，缺乏标准化计量口径（如是否含委托投票、是否统计人次/人头），更适合在特定行业（如金融、国企）治理子集或公司治理专项评估中使用，不宜纳入通用Core ESG Schema。,003_002083_孚日股份_2025_孚日股份：社会责任报告
召开投资者电话会次数,1,keep_unknown,,,[],[],,,,0.95,召开投资者电话会次数属于投资者关系活动的具体操作指标，反映公司信息披露频率和沟通方式，但不具备ESG实质性（materiality）、跨行业通用性或监管强制披露要求；Core ESG Schema中未设investor_engagement类定量指标，且该指标本质为经营/治理过程性行为计数，不直接衡量环境、社会或治理绩效结果，亦非高频、可比、标准化的ESG核心度量。因此属于公司特色运营指标，应keep_unknown。,003_002083_孚日股份_2025_孚日股份：社会责任报告
交易所互动平台回复投资人问题次数,1,keep_unknown,,,[],[],,,,0.95,交易所互动平台回复投资人问题次数属于投资者关系管理（IR）的运营细节，反映公司沟通响应效率，但不具备ESG实质性议题的跨行业通用性、环境或社会影响可量化性，也不属于公司治理（G）核心机制（如董事会监督、反腐败、举报机制等）；其本质是信息披露服务行为，更接近投资者服务绩效而非ESG治理结构或成效指标。Core ESG Schema聚焦实质性、可比、高频、监管/标准广泛认可的指标，该指标属公司特色披露，暂无国际主流框架（如GRI、SASB、ISSB）将其列为通用核心指标，故应keep_unknown。,003_002083_孚日股份_2025_孚日股份：社会责任报告
对外发布公告数量,1,keep_unknown,,,[],[],,,,0.95,对外发布公告数量属于公司信息披露行为的过程性、管理性活动指标，反映的是治理透明度的操作层面而非实质性ESG绩效（如董事会监督、反腐败机制、举报机制等核心治理结果或制度），且不具备跨行业可比性、量化意义弱（公告类型、内容、重要性差异极大），未在Core ESG Schema中对应任何治理类定量核心指标（如board_meetings、shareholder_meetings、whistleblowing_cases等），亦非高频、通用、可标准化的ESG实质性指标。因此，应保持为unknown，不纳入Core体系。,003_002083_孚日股份_2025_孚日股份：社会责任报告
隐患排查整改达标率,1,industry_schema_candidate,,,[],[],,,,0.95,隐患排查整改达标率是安全生产管理的过程性、合规性指标，聚焦于企业内部风险管控执行效果，虽与社会（S）维度中的职业健康安全相关，但属于行业监管强要求下的操作层指标（如工矿、制造、建筑等行业高频使用），缺乏跨行业通用性与标准化计量口径；Core ESG Schema 中已覆盖结果性安全指标（如工伤率、因工死亡人数、损失工作日数），而该指标为过程性、管理类指标，更适合纳入制造业、能源、化工等高危行业的ESG子 schema，不宜泛化为通用 Core 指标。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
开展安全教育培训场次,1,industry_schema_candidate,,,[],[],,,,0.93,‘开展安全教育培训场次’聚焦安全生产专项教育，属于职业健康与安全（OHS）管理过程指标，而非通用员工能力发展类培训；Core Schema 中的培训相关指标（如training_total_hours、training_coverage_rate等）均指向人力资源开发与能力建设范畴，不涵盖安全合规性专项培训频次；该指标在制造业、建筑业、能源等高危行业高频出现，但对IT、金融等低风险行业不具普适性，更适合纳入行业ESG子体系（如制造业安全治理模块），不宜作为跨行业通用Core指标。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
安全生产责任人员覆盖率,1,add_alias_to_existing_core,employee_health_record_coverage_rate,,"[""安全生产责任人员覆盖率""]","[""安全生产责任人员覆盖率""]",,,,0.88,安全生产责任人员覆盖率实质指被纳入安全生产责任制、接受相关培训与健康/安全档案管理的关键岗位人员覆盖比例，其管理目标与员工健康档案或体检覆盖率高度一致（均体现组织对员工职业健康与安全风险的系统性覆盖），且同属S类社会维度、percentage型定量指标；Core中已有字段employee_health_record_coverage_rate的别名已包含'员工健康档案覆盖率''职业健康档案覆盖率''健康档案覆盖率'等语义相近表述，'安全生产责任人员'是'职业健康安全管理关键人员'的合规性简称，符合别名扩展逻辑。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
按性别划分员工数,1,keep_unknown,,,[],[],,,,0.95,“按性别划分员工数”是汇总性、结构性描述，非可量化原子指标；其实际披露形式为表格标题或分组标签，而非独立数值字段。Core ESG Schema 已分别定义 male_employees 和 female_employees 两个原子指标，且无聚合层级（如 gender_breakdown）的通用需求——该表述不携带额外ESG实质性信息，也不具备跨行业一致的计量口径（如是否含外包、实习生、兼职等），故属于报告结构化表达而非待采集指标，应保持 unknown。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
按生产状况划分员工数,1,keep_unknown,,,[],[],,,,0.95,该指标'按生产状况划分员工数'（如生产、销售、管理等岗位类别）属于企业内部组织架构或业务职能分类，反映的是运营管理模式而非ESG核心社会议题；Core ESG Schema中已覆盖的员工维度（性别、年龄、管理层比例、培训、健康安全等）均聚焦于人权、公平、福祉、包容性等实质性社会影响，而生产状况划分不具备跨行业通用性、ESG实质性或监管/标准共识基础，属于公司特色管理统计，不符合new_core_candidate或industry_schema_candidate条件，应keep_unknown。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
按专业划分员工数,1,keep_unknown,,,[],[],,,,0.95,按专业划分员工数（如技术、财务、行政等）属于企业内部人力资源结构的细分管理维度，不具备跨行业通用性、标准化计量基础和ESG实质性议题直接关联性；Core ESG Schema中已覆盖性别、年龄、民族、培训、健康、社保等具有广泛共识的人力资源核心S类指标，而专业分类高度依赖行业属性与组织架构，缺乏统一口径和可比性，属于公司特色管理披露，不应纳入通用Core体系。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
使用童工事件数,1,new_core_candidate,,child_labor_cases,[],[],使用童工事件数量,S,number,0.95,使用童工是国际劳工组织（ILO）核心公约明确禁止的严重人权问题，属于ESG中社会维度（S）的关键负面指标；该指标跨行业通用（制造业、农业、供应链密集型行业等均需披露），可量化（事件宗数），监管与标准要求日益强化（如EU CSRD、SEC气候与人力资本披露草案、ISO 26000、UN Guiding Principles）；现有Core Schema中无任何童工相关字段，且无法被现有S类指标（如员工总数、培训、工伤等）覆盖或替代，具备新增为Core指标的必要性与代表性。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
劳动歧视事件数,1,new_core_candidate,,labor_discrimination_cases,[],[],劳动歧视事件数量,S,number,0.88,劳动歧视事件是ESG中社会（S）维度的关键合规与人权议题，具有跨行业通用性；虽当前Core Schema未覆盖，但其性质与'环境违规事件数量'（environmental_violation_cases）、'确认的腐败事件数量'（confirmed_corruption_cases）高度一致——均为可量化、负面、治理相关、反映企业社会合规风险的核心指标；且联合国全球契约、GRI 206、SASB人力资源主题均明确要求披露歧视/骚扰类事件；单位'宗'符合定量指标规范，建议作为S类新核心指标纳入。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
报告期内员工满意度,1,keep_unknown,,,[],[],,,,0.95,员工满意度属于主观性较强、测量方法不统一（如问卷设计、样本覆盖、基准期、计算口径差异大）、且缺乏跨行业可比性的软性管理指标；Core ESG Schema 聚焦高频、客观、可验证、具监管或披露共识的量化/定性指标，而员工满意度尚未形成通用定义与标准化披露要求，更适合作为公司内部管理KPI或行业/价值链专项评估项，不符合 new_core_candidate 的‘跨行业通用性、可量化、ESG相关性强’核心标准；亦非现有 Core 指标的同义表达，故不适用 add_alias_to_existing_core；亦非行业特有技术指标（如电池回收率），故不属 industry_schema_candidate。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
职员满意度,1,keep_unknown,,,[],[],,,,0.95,职员满意度属于主观性较强的衍生评价指标，非可验证、可量化、跨行业高频披露的ESG基础指标；Core ESG Schema中未纳入任何满意度类（如员工满意度、客户满意度）、党建活动、文化类等定性/主观评价指标，且其测量方法、问卷设计、覆盖范围缺乏统一标准，不符合Core指标‘高频、跨行业、可量化、ESG相关性强’的核心原则。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
当年传达给董事会重要议题数量,1,keep_unknown,,,[],[],,,,0.95,该指标‘当年传达给董事会重要议题数量’反映的是公司内部治理流程的细节操作，属于治理过程中的管理颗粒度指标，而非ESG实质性议题的绩效结果或制度性披露（如董事会会议次数、ESG委员会设置、反腐败政策等）。Core ESG Schema聚焦于跨行业可比、高频披露、具有实质性影响的量化或定性指标，而议题数量易受公司规模、治理习惯、报告口径影响，缺乏统一定义和可比性，亦无国际主流框架（GRI、SASB、ISSB）将其列为通用核心指标。因此属于公司特色治理过程指标，不适合纳入通用Core ESG Schema。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
当年传达给董事会重要实质议题总数,1,industry_schema_candidate,,,[],[],,,,0.85,该指标‘当年传达给董事会重要实质议题总数’反映的是公司治理过程中的议题管理深度与实质性判断能力，属于治理质量的过程性、机制性指标，但其定义高度依赖企业对‘重要实质议题’的识别框架（如基于TCFD、ISSB、GRI等标准的实质性评估流程），并非标准化、可跨行业直接量化比较的通用指标；Core中已有board_meetings、board_esg_oversight、esg_committee等结果性或机制性字段，而本指标是特定治理实践下的过程计数，披露频次低（仅1例）、缺乏统一口径和计量标准，更适合纳入金融、制造等对ESG实质性议题管理要求较高的行业ESG子体系，而非通用Core。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
接待投资有调示,1,keep_unknown,,,[],[],,,,0.95,指标名称'接待投资有调示'语义不清，系OCR识别错误（应为'接待投资者调研'或类似表述），实质反映投资者关系活动频次，属于公司治理中的投资者沟通行为，但该类经营性、事务性、非实质性ESG绩效指标（如调研接待次数、路演场次、IR活动数量）不具跨行业ESG实质性、不可量化归因、且未体现环境、社会或治理核心议题的实质性影响，不符合Core ESG指标高频、通用、可量化、ESG相关性强的纳入原则；Core Schema中无任何投资者关系活动频次类指标，亦无纳入必要。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
在互动易平台投资者问答回复率,1,keep_unknown,,,[],[],,,,0.95,该指标为投资者关系管理中的平台响应效率指标，属于公司特色运营类指标，不反映环境、社会或治理的核心实质性议题；Core ESG Schema 中无对应治理类定量指标（如 investor_engagement_response_rate）且未被主流框架（GRI、SASB、TCFD、ISSB）列为通用核心指标；其披露频次低（仅1家样本）、行业覆盖窄，不符合跨行业高频、可量化、ESG相关性强的新增标准。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
管治机构成员接受反腐教育和程序百分比,1,new_core_candidate,,anti_corruption_training_coverage_rate,[],[],反腐败培训覆盖率,G,percentage,0.95,该指标衡量管治机构成员（如董事、高管）接受反腐败教育的覆盖比例，是公司治理（G）维度下廉洁治理有效性的重要量化证据；高频出现在ESG报告‘商业道德’章节，跨行业通用性强（金融、制造、能源等均披露），且与现有反腐败培训相关字段（如anti_corruption_training_sessions、anti_corruption_training_participants）形成互补——前者关注广度（覆盖率），后者关注频次与规模；当前Core Schema缺失覆盖率类指标，而该指标符合ESG实质性、可验证、可比性原则，适合作为新增核心指标。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
